Country - (Currency) Area,First 60 Days US$,First 60 Days Local,>60 Days Local,Room as % of DSA,Effective Date d/mm/y,Survey Date d/mm/y,Notes
Bratislava,244,208,208,59,01/08/18,01/07/18,
Elsewhere,173,148,148,60,01/08/18,01/07/18,
"Slovenia, Republic of (Euro)",,,,,,,
All Areas,273,233,175,60,01/08/18,01/04/17,
Solomon Islands (SOI Dollar),,,,,,,
Honiara,275,"2,200","1,650",58,01/08/18,01/02/18,
Honiara (Heritage Park),472,"3,770","2,830",67,01/08/18,01/02/18,1
Auki,148,"1,180",890,61,01/08/18,01/02/18,
Gizo,194,"1,550","1,160",58,01/08/18,01/02/18,
Elsewhere,153,"1,220",920,40,01/08/18,01/02/18,
Somalia (Somali Shilling),,,,,,,
Mogadishu (Bancroft/International Campus- MIA),191,"4,641,000","4,641,000",87,01/08/17,01/08/17,"1,7"
Mogadishu (Chelsea Village),173,"4,204,000","4,204,000",87,01/08/17,01/08/17,"1,7"
Mogadishu (Nadiif),150,"3,645,000","3,645,000",87,01/08/17,01/08/17,"1,7"
Mogadishu (RA International),224,"5,443,000","5,443,000",87,01/09/17,01/09/17,"1,7"
Mogadishu (Thorn Tree),184,"4,471,000","4,471,000",71,01/08/17,01/08/17,1
Mogadishu (UNICEF Guest House),185,"4,496,000","4,496,000",87,01/09/17,01/09/17,"1,7"
Mogadishu (UNSOS Camp - MIA),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,
Mogadishu (WFP Guest House),201,"4,884,000","4,884,000",75,01/08/17,01/08/17,1
Baidoa (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Baledongle (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Beletweyne (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Berbera (Mansoor),95,"2,309,000","2,309,000",66,01/08/17,01/08/17,1
Dhobley (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Dollow (WFP Guest House),209,"5,079,000","5,079,000",87,01/08/17,01/08/17,1
Galkayo (WFP Guest House),92,"2,236,000","2,236,000",71,01/08/17,01/08/17,1
Garowe (UNCC New Villas),213,"5,176,000","5,176,000",75,01/08/17,01/08/17,1
Garowe (UNSOS GIH),230,"5,589,000","5,589,000",76,01/08/17,01/08/17,1
Hargeisa (Hotels Ambassador & Maansoor),136,"3,305,000","3,305,000",56,01/08/17,01/08/17,1
Jowhar (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Kismayo (Atlantean),403,"9,793,000","9,793,000",87,01/09/17,01/09/17,"1,7"
Kismayo (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Elsewhere,74,"1,798,000","1,798,000",50,01/08/17,01/08/17,
South Africa (Rand),,,,,,,
Pretoria,183,"2,400","1,800",70,01/08/18,01/07/17,
Bloemfontein,178,"2,340","1,760",60,01/08/18,01/07/17,
Capetown,232,"3,050","2,290",65,01/08/18,01/07/17,
Durban,223,"2,930","2,200",65,01/08/18,01/07/17,
East London,241,"3,170","2,380",67,01/08/18,01/07/17,
Johannesburg,307,"4,040","3,030",67,01/08/18,01/07/17,
Johannesburg-Sandton,286,"3,760","2,820",68,01/08/18,01/07/17,
Johannesburg-Sandton (Sandton Sun),498,"6,550","4,910",75,01/08/18,01/07/17,1
Magaliesburg/Muldersdrift,234,"3,080","2,310",73,01/08/18,01/10/12,
Musina,155,"2,040","1,530",47,01/08/18,01/07/17,
Polokwane,145,"1,910","1,430",61,01/08/18,01/10/12,
Sun City,218,"2,870","2,150",71,01/08/18,01/10/12,
Sun City (Special Hotels),300,"3,940","2,960",77,01/08/18,01/10/12,"1,34"
Elsewhere,115,"1,510","1,130",61,01/08/18,01/07/17,
"South Sudan, Republic of (Southern Sudanese Pound)",,,,,,,
Juba,221,"31,300","23,500",61,01/08/18,01/10/14,
Juba (Juba Grand),258,"36,500","27,500",70,01/08/18,01/10/14,1
Juba (Logali House),238,"33,700","25,300",74,01/08/18,01/10/14,1
Juba (UN Guest Houses),80,"11,300","11,300",60,01/08/18,01/10/14,
Aweil (Aweil Grand),269,"38,100","28,600",74,01/08/18,01/10/14,1
Aweil (South Sudan),192,"27,200","20,400",60,01/08/18,01/10/14,1
"Rumbek (Palm Tree, Safari Style)",202,"28,600","21,500",68,01/08/18,01/10/14,1
Torit,117,"16,600","12,500",67,01/08/18,01/10/14,
Torit (Torit Hotel),223,"31,600","23,600",61,01/08/18,01/10/14,1
"Wau (Amarula Lodge, Regency, Universal Gab, Wau River Lodge)",181,"25,600","19,200",68,01/08/18,01/10/14,1
"Yambio (Sunset, Tourist)",181,"25,600","19,200",69,01/08/18,01/10/14,1
Elsewhere,91,"12,900","9,620",57,01/08/18,01/10/14,
Elsewhere (UN Guest Houses),71,"10,000","7,500",48,01/08/18,01/10/14,
Spain (Euro),,,,,,,
Madrid,310,265,199,53,01/08/18,01/08/18,
Barcelona,268,229,172,55,01/08/18,01/08/18,
"Las Palmas, Canary Islands",263,225,169,52,01/08/18,01/08/18,
Elsewhere,212,181,136,53,01/08/18,01/08/18,
Sri Lanka (Sri Lanka Rupee),,,,,,,
Colombo,214,"34,200","25,700",68,01/08/18,01/02/18,
Colombo (Sri Lanka-based staff),122,"19,500","14,700",60,01/08/18,01/02/18,
"Ampara, Batticaloa, Trincomalee",74,"11,800","8,850",65,01/08/18,01/02/18,
"Jaffna, Killinochchi, Mannar, Mullaitivu, Vavunia",74,"11,800","8,850",65,01/08/18,01/02/18,
Kandy,152,"24,300","18,200",68,01/08/18,01/02/18,
Elsewhere,123,"19,700","14,800",62,01/08/18,01/02/18,
St. Kitts and Nevis (E.C. Dollar),,,,,,,
All Areas (15 Apr. - 14 Dec.),374,"1,010",760,54,01/10/17,01/10/17,
All Areas (15 Dec - 14 Apr.),456,"1,230",920,59,01/10/17,01/10/17,
St. Lucia (E.C. Dollar),,,,,,,
All Areas (15 Apr.-14 Dec.),448,"1,210",910,58,01/10/17,01/10/17,
"All Areas (15 Dec.-14 Apr,)",485,"1,310",980,60,01/10/17,01/10/17,
St.Vincent-Grenadines (E.C. Dollar),,,,,,,
All Areas (15 Apr. - 14 Dec.),319,860,650,50,01/10/17,01/10/17,
All Areas (15 Dec. - 14 Apr.),333,900,680,51,01/10/17,01/10/17,
Sudan (Sudanese Pound),,,,,,,
Khartoum,165,"4,810","3,610",60,01/07/18,01/05/17,
Port Sudan,141,"4,110","3,090",48,01/07/18,01/05/17,
Port Sudan (Coral),265,"7,720","5,800",56,01/07/18,01/05/17,1
Elsewhere,117,"3,410","2,560",60,01/07/18,01/05/17,
Suriname (Surinamese Dollar),,,,,,,
Paramaribo,172,"1,270",950,67,01/05/18,01/05/17,
Elsewhere,98,730,550,66,01/05/18,01/04/17,
Swaziland (Lilangeni),,,,,,,
Mbabane,197,"2,590","1,940",68,01/08/18,01/01/18,
Ezulwini,262,"3,450","2,590",71,01/08/18,01/01/18,
Manzini,168,"2,210","1,660",61,01/08/18,01/01/18,
Piggs Peak,145,"1,910","1,430",67,01/08/18,01/01/18,
Elsewhere,121,"1,590","1,190",62,01/08/18,01/01/18,
Sweden (Swedish Krona),,,,,,,
Stockholm,397,"3,480","2,610",67,01/08/18,01/06/18,
Elsewhere,331,"2,900","2,180",63,01/08/18,01/06/18,
Switzerland (Swiss Franc),,,,,,,
All Areas,386,383,287,61,01/08/18,01/07/17,
Syrian Arab Republic (Syrian Pound),,,,,,,
Damascus,216,"93,700","70,300",55,01/06/18,01/06/18,
Damascus (Four Seasons),394,"171,000","128,000",63,01/06/18,01/06/18,1
Aleppo,195,"84,600","63,500",56,01/06/18,01/06/18,
Homs,156,"67,700","50,800",64,01/06/18,01/06/18,
Lattakia,137,"59,500","44,600",62,01/06/18,01/06/18,
Elsewhere,128,"55,600","41,700",55,01/06/18,01/06/18,
Tajikistan (Tajik Somoni),,,,,,,
Dushanbe,170,"1,600","1,210",66,01/08/18,01/07/17,
Darvaz (Karon Palace),145,"1,370","1,030",74,01/08/18,01/07/17,1
Regional Centers,90,850,640,68,01/08/18,01/07/17,21
Elsewhere,51,480,358,61,01/08/18,01/07/17,
"Tanzania, United Rep. of (Shilling)",,,,,,,
Dar es Salaam,223,"508,000","381,000",62,01/08/18,01/11/17,
Dar es Salaam  (Special hotels),312,"711,000","534,000",67,01/08/18,01/11/17,"1,24"
Arusha,188,"429,000","321,000",65,01/08/18,01/11/17,
Bagamoyo,150,"342,000","258,000",57,01/08/18,01/11/17,
Dodoma,141,"321,000","242,000",51,01/08/18,01/11/17,
Kigoma,147,"335,000","251,000",56,01/08/18,01/11/17,
Mbeya,105,"239,000","180,000",60,01/08/18,01/11/17,
Morogoro,105,"239,000","180,000",64,01/08/18,01/11/17,
Moshi,134,"306,000","230,000",64,01/08/18,01/11/17,
Mtwara,127,"290,000","217,000",59,01/08/18,01/11/17,
Mwanza,150,"342,000","258,000",63,01/08/18,01/11/17,
Ngorongoro/Serengeti,341,"777,000","584,000",72,01/08/18,01/11/17,
Pemba,127,"290,000","217,000",59,01/08/18,01/11/17,
Tanga,140,"319,000","239,000",57,01/08/18,01/11/17,
"Zanzibar (Park Hyatt, Serena Inn)",310,"707,000","531,000",64,01/08/18,01/11/17,1
"Zanzibar, Nungwi (Diamond La Gema, Essque Zallu, Royal Zanzibar)",398,"907,000","682,000",87,01/08/18,01/11/17,"1,7"
"Zanzibar, Nungwi (Hideaway, Melia)",469,"1,069,000","803,000",87,01/08/18,01/11/17,"1,7"
"Zanzibar, Nungwi (Neptune)",520,"1,186,000","889,000",88,01/08/18,01/11/17,"1,7"
"Zanzibar, Stonetown",170,"388,000","292,000",62,01/08/18,01/11/17,
Elsewhere,95,"217,000","162,000",59,01/08/18,01/11/17,
Thailand (Thai Baht),,,,,,,
Bangkok,215,"7,150","5,360",55,01/08/18,01/05/18,
Cha Am,179,"5,960","4,470",55,01/08/18,01/05/18,
Chiang Mai,173,"5,750","4,310",63,01/08/18,01/05/18,
Chiang Rai,135,"4,500","3,380",67,01/08/18,01/05/18,
Hua Hin,223,"7,410","5,560",62,01/08/18,01/05/18,
Kanchanaburi,121,"4,030","3,020",58,01/08/18,01/05/18,
Koh Samui,158,"5,260","3,950",62,01/08/18,01/05/18,
Pattaya,155,"5,150","3,860",59,01/08/18,01/05/18,
Phuket,230,"7,660","5,750",70,01/08/18,01/05/18,
Rayong,149,"4,950","3,710",61,01/08/18,01/05/18,
"Songkla, HatYai",92,"3,070","2,300",43,01/08/18,01/05/18,
Elsewhere,78,"2,580","1,940",58,01/08/18,01/05/18,
The former Yugoslav Republic of Macedonia (Denar),,,,,,,
Skopje,167,"8,790","6,580",62,01/08/18,01/03/18,
Ohrid & Struga,90,"4,740","3,580",61,01/08/18,01/03/18,
Elsewhere,74,"3,890","2,950",64,01/08/18,01/03/18,
Timor-Leste (US Dollar),,,,,,,
Dili,160,160,120,61,01/02/17,01/02/17,
"Dili (Novo Turismo, Timor Plaza)",227,227,170,56,01/02/17,01/02/17,1
Baucau (Hotel Pousada),115,115,86,61,01/02/17,01/02/17,1
Com -Lautem (Com Beach Resort),135,135,101,44,01/02/17,01/02/17,1
Oecussi (RAO Hotel),81,81,61,62,01/02/17,01/02/17,1
Elsewhere,66,66,50,57,01/02/17,01/02/17,
Togo (CFA Franc(XOF)),,,,,,,
Lome,189,"106,000","79,500",59,01/08/18,01/01/15,
"Lome (Palm Beach, Sancta Maria)",275,"154,000","116,000",60,01/08/18,01/01/15,1
Lome (Sarakawa),328,"184,000","138,000",66,01/08/18,01/01/15,1
Elsewhere,84,"47,100","35,300",60,01/08/18,01/01/15,
Tokelau (NZE Dollar),,,,,,,
All Areas,87,127,95,63,01/08/18,01/11/16,
Tonga (Pa'anga),,,,,,,
Nuku'Alofa,220,498,374,67,01/08/18,01/02/18,
Vava'u,112,253,190,69,01/08/18,01/02/18,
Elsewhere,63,142,107,51,01/08/18,01/02/18,
Trinidad and Tobago (TT Dollar),,,,,,,
Trinidad - All Areas,313,"2,110","1,580",57,01/08/18,01/06/17,
Tobago (15 Apr.-15 Dec.),294,"1,980","1,490",55,01/08/18,01/06/17,
Tobago (16 Dec.-14 Apr.),313,"2,110","1,580",57,01/08/18,01/06/17,
Tunisia (Tunisian Dinar),,,,,,,
Tunis,139,374,281,53,01/08/18,01/07/18,
"Tunis (Movenpick Tunis, Four Seasons)",223,600,450,58,01/08/18,01/07/18,1
"Tunis (Sheraton, Concorde)",194,520,390,54,01/08/18,01/07/18,1
Elsewhere,90,243,182,87,01/08/18,01/07/18,
Turkey (New Turkish Lira),,,,,,,
Ankara,171,840,630,56,01/08/18,01/10/17,
Antalya,185,900,680,57,01/08/18,01/10/17,
Diyarbakir,135,660,494,50,01/08/18,01/10/17,
Gaziantep,133,650,489,53,01/08/18,01/10/17,
Istanbul,235,"1,150",860,59,01/08/18,01/10/17,
Izmir,191,930,700,56,01/08/18,01/10/17,
Sanliurfa,135,660,494,50,01/08/18,01/10/17,
Elsewhere,124,610,455,52,01/08/18,01/10/17,
Turkmenistan (new Manat),,,,,,,
Ashgabat,250,880,660,55,01/05/18,01/05/18,
Ashgabat (Resident),209,730,550,50,01/05/18,01/05/18,
Balkanabat (Nebitchi) Non-resident,129,452,339,60,01/05/18,01/05/18,1
Turkmenbashi,132,462,347,58,01/05/18,01/05/18,
Turkmenbashy (Resident),93,326,244,46,01/05/18,01/05/18,
Elsewhere,113,396,297,55,01/05/18,01/05/18,
Elsewhere (Resident),79,277,207,42,01/05/18,01/05/18,
Turks & Caicos Islands (US Dollar),,,,,,,
Grand Turk,384,384,288,64,01/03/16,01/03/16,
Providenciales (14 Apr. - 21 Dec.),438,438,329,67,01/03/16,01/03/16,
Providenciales (22 Dec. - 13 Apr.],540,540,405,70,01/03/16,01/03/16,
Tuvalu (AUL Dollar),,,,,,,
All Areas,199,268,201,68,01/08/18,01/02/18,
Uganda (Uganda Shilling),,,,,,,
Kampala,216,"799,000","599,000",69,01/08/18,01/12/17,
Kampala (Kampala Serena),530,"1,960,000","1,472,000",72,01/08/18,01/12/17,1
Kampala (Sheraton),291,"1,076,000","806,000",71,01/08/18,01/12/17,1
Entebbe,203,"751,000","562,000",70,01/08/18,01/12/17,
Entebbe (Protea),347,"1,283,000","962,000",74,01/08/18,01/12/17,1
Jinja (Jinja Nile Resort),290,"1,073,000","806,000",73,01/08/18,01/12/17,1
"Kabale (Chobe Safari Lodge, Paraa Safari Lodge)",281,"1,039,000","780,000",69,01/08/18,01/01/18,1
Kabale (Silverback Lodge),315,"1,165,000","873,000",71,01/08/18,01/01/18,1
Kabarole/Fort Portal,98,"362,000","274,000",68,01/08/18,01/07/18,
Kisoro,149,"551,000","414,000",72,01/08/18,01/07/18,
Mbarara,98,"362,000","274,000",66,01/08/18,01/12/17,
Mbarara (Mweya Safari Lodge),284,"1,050,000","788,000",69,01/08/18,01/01/18,1
Elsewhere,63,"233,000","174,000",61,01/08/18,01/12/17,
Ukraine (Hryvnia),,,,,,,
Kyiv,205,"5,540","4,160",59,01/08/18,01/04/18,
Kyiv (Hyatt Regency),351,"9,480","7,100",66,01/08/18,01/04/18,1
"Kyiv (Intercontinental, Premier Palace)",342,"9,230","6,940",65,01/08/18,01/04/18,1
Kyiv (Radisson Blu),308,"8,320","6,240",72,01/08/18,01/04/18,1
Dnipro,99,"2,670","2,000",48,01/08/18,01/04/18,
Dnipro (Grand),146,"3,940","2,970",44,01/08/18,01/04/18,1
Donetsk,170,"4,590","3,460",48,01/08/18,01/04/18,
Kharkiv,100,"2,700","2,030",48,01/08/18,01/04/18,
Kharkiv (Kharkiv Palats),239,"6,450","4,830",66,01/08/18,01/04/18,1
Lviv,99,"2,670","2,000",57,01/08/18,01/04/18,
Lviv (Leopolis),189,"5,100","3,830",66,01/08/18,01/04/18,1
Odesa,106,"2,860","2,160",57,01/08/18,01/04/18,
Odesa (Londonskaya),151,"4,080","3,050",58,01/08/18,01/04/18,1
Elsewhere,68,"1,840","1,380",50,01/08/18,01/04/18,
United Arab Emirates (U.A.E. Dirham),,,,,,,
Abu Dhabi,370,"1,360","1,020",54,01/02/18,01/08/17,
Dubai,392,"1,440","1,080",62,01/02/18,01/08/17,
Elsewhere,376,"1,380","1,040",59,01/02/18,01/08/17,
United Kingdom (U.K. Pound),,,,,,,
London,390,297,223,64,01/08/18,01/06/18,
Elsewhere,343,261,196,62,01/08/18,01/06/18,
Uruguay (Peso Uruguayo),,,,,,,
Montevideo,216,"6,620","4,970",56,01/08/18,01/07/17,
Colonia,247,"7,570","5,670",57,01/08/18,01/07/17,
Punta Del Este (April-Nov),193,"5,920","4,450",60,01/08/18,01/07/17,
Punta Del Este (Conrad) December- March,469,"14,400","10,800",75,01/08/18,01/07/17,1
Punta Del Este (Dec-March),345,"10,600","7,940",72,01/08/18,01/07/17,
Salto,245,"7,510","5,640",61,01/08/18,01/07/17,
Elsewhere,169,"5,180","3,890",52,01/08/18,01/07/17,
USA (US Dollar),,,,,,,
Washington D.C.,367,367,275,60,01/07/18,01/07/18,
Boston,385,385,289,70,01/08/17,01/08/17,
Chicago,339,339,254,71,01/08/17,01/08/17,
Honolulu,385,385,289,73,01/08/17,01/08/17,
Los Angeles,385,385,289,73,01/08/17,01/08/17,
Miami,348,348,261,72,01/08/17,01/08/17,
New York (First 30 Days),410,410,273,60,01/08/17,01/08/17,
New York (Next 30 Days),349,349,274,60,01/08/17,01/08/17,
New York Special Hotels (Jan-Aug) First 30 days,500,500,333,65,01/08/17,01/08/17,"1,22"
New York Special Hotels (Jan-Aug) Next 30 days,425,425,333,65,01/08/17,01/08/17,"1,22"
New York Special Hotels (Sep-Dec) First 30 days,600,600,400,69,01/08/17,01/08/17,"1,23"
New York Special Hotels (Sep-Dec) Next 30 days,510,510,400,69,01/08/17,01/08/17,"1,23"
Philadelphia,326,326,245,68,01/08/17,01/08/17,
San Francisco,381,381,286,70,01/08/17,01/08/17,
Elsewhere,303,303,227,70,01/08/17,01/08/17,
Uzbekistan (Uzbekistan Sum),,,,,,,
Tashkent,182,"1,418,000","1,067,000",66,01/08/18,01/04/18,
"Tashkent (International, Hyatt)",275,"2,143,000","1,605,000",56,01/08/18,01/04/18,1
Tashkent (Residents),133,"1,036,000","779,000",62,01/08/18,01/04/18,
Bukhara,79,"615,000","460,000",62,01/08/18,01/04/18,
Bukhara (Residents),49,"382,000","288,000",47,01/08/18,01/04/18,
Fergana,89,"693,000","522,000",63,01/08/18,01/04/18,
Fergana (Residents),59,"460,000","343,000",50,01/08/18,01/04/18,
Gazalkent,81,"631,000","475,000",72,01/08/18,01/04/18,
Gazalkent (Charos),148,"1,153,000","865,000",76,01/08/18,01/04/18,1
Nukus and Urgench,56,"436,000","327,000",64,01/08/18,01/04/18,
Samarkhand,139,"1,083,000","810,000",72,01/08/18,01/04/18,
Samarkhand (Residents),64,"499,000","374,000",54,01/08/18,01/04/18,
Termez,60,"467,000","351,000",69,01/08/18,01/04/18,
Elsewhere,71,"553,000","413,000",69,01/08/18,01/04/18,
Elsewhere (Residents),36,"280,000","210,000",51,01/08/18,01/04/18,
Vanuatu (Vatu),,,,,,,
Port Vila,351,"37,800","28,400",61,01/08/18,01/02/18,
Santos,256,"27,600","20,700",57,01/08/18,01/02/18,
Tanna Island,294,"31,700","23,800",65,01/08/18,01/02/18,
Elsewhere,108,"11,600","8,700",84,01/08/18,01/03/17,
Venezuela (Bolivar Fuerte),,,,,,,
Caracas,146,"25,103,000","18,913,000",71,01/08/18,01/09/15,
"Barcelona, Puerto La Cruz",109,"18,741,000","14,099,000",58,01/08/18,01/09/15,
Barinas,56,"9,628,000","7,221,000",71,01/08/18,01/09/15,
Barquisimieto,100,"17,194,000","12,895,000",71,01/08/18,01/09/15,
Cumana,78,"13,411,000","10,144,000",74,01/08/18,01/09/15,
Isla de Margarita,108,"18,569,000","13,927,000",77,01/08/18,01/09/15,
La Guaira,146,"25,103,000","18,913,000",77,01/08/18,01/09/15,
Maracaibo,90,"15,474,000","11,692,000",70,01/08/18,01/09/15,
Maracay and Valencia,98,"16,850,000","12,723,000",65,01/08/18,01/09/15,
Maturin,68,"11,692,000","8,769,000",74,01/08/18,01/09/15,
Merida,67,"11,520,000","8,597,000",69,01/08/18,01/09/15,
Puerto Ordaz,112,"19,257,000","14,443,000",67,01/08/18,01/09/15,
Punto Fijo,73,"12,551,000","9,457,000",66,01/08/18,01/09/15,
San Cristobal,52,"8,941,000","6,706,000",55,01/08/18,01/09/15,
Elsewhere,47,"8,081,000","6,018,000",59,01/08/18,01/09/15,
Vietnam (VietNam Dong),,,,,,,
Hanoi,168,"3,907,000","3,907,000",59,01/08/18,01/07/16,
Can Tho,89,"2,070,000","1,558,000",55,01/08/18,01/07/16,
Da Lat,130,"3,024,000","2,279,000",58,01/08/18,01/07/16,
"Da Nang City, Nha Trang",132,"3,070,000","2,303,000",62,01/08/18,01/07/16,
Ha Long City,98,"2,279,000","1,721,000",55,01/08/18,01/07/16,
"Hai Phong City , Do Son",132,"3,070,000","2,303,000",60,01/08/18,01/07/16,
Ho Chi Minh City,159,"3,698,000","3,698,000",58,01/08/18,01/07/16,
Hoi An City,128,"2,977,000","2,233,000",61,01/08/18,01/07/16,
Hue City,103,"2,396,000","1,791,000",56,01/08/18,01/07/16,
Elsewhere,69,"1,605,000","1,605,000",54,01/08/18,01/07/16,
Virgin Islands (U.S.A) (US Dollar),,,,,,,
All Areas (1 May -14 Dec.),381,381,286,64,01/11/15,01/11/15,
All Areas (15 Dec. - 30 Apr.),530,530,398,70,01/11/16,01/11/16,
West Bank (Shekel),,,,,,,
Jericho Area,186,680,510,63,01/08/18,01/08/17,
The Gaza Strip,165,600,454,61,01/08/18,01/08/17,
Elsewhere in the West Bank,217,800,600,62,01/08/18,01/08/17,
Western Sahara (Morocco Dirham),,,,,,,
Laayoune,118,"1,110",830,45,01/08/18,01/07/17,
"Yemen, Republic of (Yemeni Rial)",,,,,,,
Sana'a,150,"69,200","52,100",50,01/07/18,01/04/15,
Sana'a (DTF-Former Sheraton),291,"134,000","101,000",64,01/07/18,01/09/15,
"Sana'a (Movenpick, Sheba)",220,"101,000","76,100",54,01/07/18,01/04/15,1
Aden,134,"61,800","46,600",52,01/07/18,01/04/15,
Hodeidah,104,"48,000","36,000",46,01/07/18,01/04/15,
Mukalla (Ramada),144,"66,400","49,800",49,01/07/18,01/04/15,1
Socotra,127,"58,600","43,800",59,01/07/18,01/04/15,
Taiz (Al-Saeed),184,"84,900","63,600",54,01/07/18,01/04/15,1
Elsewhere,100,"46,100","34,600",51,01/07/18,01/04/15,
Zambia (Zambian Kwacha (New)),,,,,,,
Lusaka,246,"2,460","1,850",69,01/08/18,01/09/17,
Lusaka (Intercontinental Hotel),313,"3,130","2,350",66,01/08/18,01/09/17,1
"Lusaka (Protea Arcade, Southern Sun Ridgeway, Taj Pamodzi)",343,"3,430","2,570",72,01/08/18,01/09/17,1
Chingola,186,"1,860","1,400",66,01/08/18,01/09/17,
Chipata,137,"1,370","1,030",69,01/08/18,01/09/17,
Chipata (Protea),299,"2,990","2,240",74,01/08/18,01/10/17,1
Kitwe,219,"2,190","1,640",67,01/08/18,01/09/17,
Livingstone,187,"1,870","1,400",74,01/08/18,01/09/17,
"Livingstone (Protea, David Livingstone, Avani Victoria Falls)",445,"4,450","3,340",67,01/08/18,01/09/17,1
Ndola,289,"2,890","2,170",67,01/08/18,01/09/17,
"Siavonga (Lake Safari, Lake Kariba, Freshview)",174,"1,740","1,310",65,01/08/18,01/09/17,1
Solwezi,183,"1,830","1,370",72,01/08/18,01/09/17,
"Solwezi (Kasanshi, Royal Solwezi)",269,"2,690","2,020",66,01/08/18,01/09/17,1
Elsewhere,128,"1,280",960,67,01/08/18,01/09/17,
Zimbabwe (Zimbabwe Dollar),,,,,,,
Harare,188,"28,200,000","21,150,000",60,01/09/17,01/09/17,
Harare (Meikles),202,"30,300,000","22,725,000",62,01/07/18,01/07/18,1
Bulawayo,151,"22,650,000","16,988,000",58,01/09/17,01/09/17,
Chegutu (Pamuzunda Hotel),189,"28,350,000","21,263,000",63,01/09/17,01/09/17,1
Kadoma,160,"24,000,000","18,000,000",53,01/09/17,01/09/17,
Kariba,157,"23,550,000","17,663,000",59,01/09/17,01/09/17,
Masvingo,127,"19,050,000","14,288,000",60,01/09/17,01/09/17,
Mutare,156,"23,400,000","17,550,000",57,01/09/17,01/09/17,
Nyanga,150,"22,500,000","16,875,000",58,01/09/17,01/09/17,
Victoria Falls,199,"29,850,000","22,388,000",58,01/09/17,01/09/17,
Victoria Falls (Victoria Falls Hotel),293,"43,950,000","32,963,000",61,01/09/17,01/09/17,1
Vumba (Leopard Rock),196,"29,400,000","22,050,000",66,01/07/18,01/07/18,1
Elsewhere,110,"16,500,000","12,375,000",56,01/09/17,01/09/17,
